forecast_date,target,target_end_date,location,type,quantile,value
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.15,7
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.05,4
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.025,4
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.01,3
2024-09-23,3 wk ahead inc death,2024-10-12,BG,point,NA,7
2024-09-23,1 wk ahead inc death,2024-09-28,BG,point,NA,3
2024-09-23,2 wk ahead inc death,2024-10-05,BG,point,NA,8
2024-09-23,0 wk ahead inc death,2024-09-21,BG,point,NA,7
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,point,NA,11
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,point,NA,5
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,point,NA,8
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,point,NA,8
2024-09-23,3 wk ahead inc death,2024-10-12,LT,point,NA,6
2024-09-23,0 wk ahead inc death,2024-09-21,LT,point,NA,1
2024-09-23,0 wk ahead inc death,2024-09-21,PL,point,NA,19
2024-09-23,3 wk ahead inc death,2024-10-12,PL,point,NA,17
2024-09-23,1 wk ahead inc death,2024-09-28,PL,point,NA,15
2024-09-23,2 wk ahead inc death,2024-10-05,PL,point,NA,18
2024-09-23,2 wk ahead inc death,2024-10-05,RO,point,NA,3
2024-09-23,3 wk ahead inc death,2024-10-12,RO,point,NA,13
